Date,Obs,Pred,Low,High,Dif,CumDif,CumDifLow,CumDifHig
2020-12-01,101.45867165795497,116.06254327030874,101.90261235316642,130.22247418745104,-14.603871612353771,-14.603871612353771,-28.76380252949609,-0.5218856819583522
2021-01-01,114.00227746456044,116.26364406179847,102.10371314465615,130.4235749789408,-2.2613665972380375,-16.86523820959181,-34.99241195196503,2.424824530997725
2021-02-01,105.66568348198108,103.12141758963273,88.96148667249041,117.28134850677505,2.544265892348349,-14.32097231724346,-35.92043762165407,11.244700696374181
2021-03-01,111.73100727735616,111.46965514694033,97.30972422979801,125.62958606408264,0.2613521304158297,-14.05962018682763,-39.31709874594267,14.606548599377165
2021-04-01,105.5366340395263,103.69690620654495,89.53697528940263,117.85683712368727,1.8397278329813531,-12.219892353846276,-39.752440586161406,18.947029488123288
2021-05-01,112.1955852701934,112.02300185815162,97.8630709410093,126.18293277529393,0.17258341204178862,-12.047308941804488,-44.42814055275707,22.340118542882106
2021-06-01,110.82766118017264,115.05380031888365,100.89386940174133,129.21373123602598,-4.226139138711005,-16.273448080515493,-49.479865405868935,19.401046519058532
2021-07-01,119.0352057202972,117.53234245776432,103.372411540622,131.69227337490662,1.502863262532884,-14.77058481798261,-50.48801795542149,24.04283299824705
2021-08-01,119.55140349011636,122.3897950419201,108.22986412477778,136.5497259590624,-2.8383915518037384,-17.608976369786348,-54.75223364906185,19.898027696406956
2021-09-01,121.28066601901054,125.54056196159091,111.38063104444859,139.70049287873323,-4.259895942580371,-21.86887231236672,-59.776951212387154,19.319492281627685
2021-10-01,130.72708520670108,128.98337658116725,114.82344566402493,143.14330749830958,1.7437086255338272,-20.12516368683289,-59.3626641834581,22.626051741209668
2021-11-01,128.84296334686115,127.16762523338716,113.00769431624484,141.32755615052946,1.6753381134739982,-18.449825573358893,-58.67273227467604,25.168449250393845
2021-12-01,128.58486446195158,132.72858268554324,118.56865176840093,146.88851360268558,-4.143718223591662,-22.593543796950556,-63.460774637972115,23.96767107148767
2022-01-01,135.21800580412773,131.55148139368856,117.39155047654624,145.7114123108309,3.666524410439166,-18.92701938651139,-63.4724471944848,31.207048407926052
2022-02-01,121.7194341233568,118.43504269012674,104.27511177298442,132.59497360726905,3.28439143323007,-15.64262795328132,-61.42935220644354,34.23922125151788
2022-03-01,135.63096401998305,136.44273889521915,122.28280797807683,150.60266981236146,-0.8117748752360967,-16.454402828517416,-63.43987639134218,32.973604266326404
2022-04-01,132.81768617446866,133.44218354879627,119.28225263165395,147.6021144659386,-0.6244973743276034,-17.07890020284502,-66.27379734517996,35.87915951551007
2022-05-01,131.57881152690268,132.93623023792304,118.77629932078072,147.09616115506537,-1.3574187110203582,-18.436318913865378,-69.03448362410792,38.094955373689984
2022-06-01,129.97859844046332,131.0073061103152,116.84737519317288,145.16723702745753,-1.028707669851883,-19.46502658371726,-72.47593381330019,37.61849757690692
2022-07-01,126.9846513755122,139.52982664284218,125.36989572569986,153.6897575599845,-12.54517526732998,-32.01020185104724,-88.56064716515789,26.501303651318352
2022-08-01,137.02469799849476,138.7339382772819,124.57400736013959,152.8938691944242,-1.7092402787871492,-33.71944212983439,-95.2268860276169,26.85189835130785
2022-09-01,131.91434007728515,136.6343662470931,122.4744353299508,150.79429716423545,-4.720026169807966,-38.43946829964236,-99.42934402356477,24.402370061118393
2022-10-01,138.00547376115117,141.0121298670444,126.85219894990207,155.17206078418673,-3.006656105893228,-41.446124405535585,-101.22118508466322,21.091950358822913
2022-11-01,138.03128364964212,136.8649137756114,122.70498285846908,151.02484469275373,1.1663698740307211,-40.279754531504864,-102.5514133584215,23.572387602740495
2022-12-01,158.47271533448065,146.8002074898314,132.64027657268906,160.96013840697373,11.67250784464926,-28.607246686855603,-94.33468135004954,33.878878424998035
2023-01-01,149.38763458566353,142.93622493460273,128.77629401746043,157.09615585174504,6.4514096510608,-22.155837035794804,-92.62573279124615,42.346180222943275
2023-02-01,138.93462974682564,131.54066091001664,117.38072999287432,145.70059182715897,7.393968836808995,-14.761868198985809,-84.7850927020345,51.834131456982846
2023-03-01,144.07079755652623,145.02955397632246,130.86962305918013,159.1894848934648,-0.9587564197962308,-15.72062461878204,-85.96947434703522,51.054242340329345
2023-04-01,138.90881985833468,140.6725706612683,126.51263974412599,154.83250157841064,-1.7637508029336288,-17.48437542171567,-88.77671113303066,52.69399411092664
2023-05-01,142.36734491612302,142.8792232115904,128.7192922944481,157.03915412873272,-0.5118782954673975,-17.996253717183066,-89.65949863607916,50.55092571304376
2023-06-01,138.10871331511498,136.13693062844845,121.97699971130614,150.2968615455908,1.9717826866665291,-16.024471030516537,-88.113412236697,56.50636896515075
2023-07-01,143.606219563689,142.12442850605453,127.96449758891221,156.28435942319686,1.4817910576344673,-14.54267997288207,-91.27270129351407,58.96840208750483
2023-08-01,146.34206774373052,146.8580631465216,132.69813222937927,161.01799406366393,-0.5159954027910771,-15.058675375673147,-93.88104416990281,59.790105872852884
2023-09-01,135.88906290489265,138.77722916491382,124.6172982477715,152.93716008205615,-2.8881662600211655,-17.946841635694312,-93.8860144357599,59.768669490066884
2023-10-01,144.92252387672784,145.6612725521839,131.50134163504157,159.82120346932624,-0.7387486754560655,-18.685590311150378,-100.54447889584053,60.21648082001571
2023-11-01,147.86485116469703,141.17448576192035,127.01455484477803,155.33441667906266,6.690365402776678,-11.9952249083737,-92.18297039999723,64.08917575900635
2023-12-01,153.64626618667157,147.51346267995598,133.35353176281365,161.6733935970983,6.1328035067155895,-5.862421401658111,-85.64485237152431,73.9160825194635
2024-01-01,149.20696536622685,142.7460701085916,128.58613919144926,156.90600102573393,6.460895257635258,0.5984738559771472,-79.31372323098607,78.76917048472295
2024-02-01,138.05709353813307,134.68373970576903,120.52380878862671,148.84367062291136,3.373353832364046,3.971827688341193,-74.46431059291592,82.56653853576643
2024-03-01,143.91593822558048,139.33875401450354,125.17882309736122,153.49868493164587,4.57718421107694,8.549011899418133,-73.17900631530564,91.9759370035145
2024-04-01,139.37339785117192,133.7573138476198,119.59738293047748,147.91724476476213,5.616084003552118,14.16509590297025,-69.40835277237338,97.35274093422028
2024-05-01,132.99835539390534,138.80089346104324,124.64096254390093,152.96082437818558,-5.8025380671379025,8.362557835832348,-75.37778075832442,92.20570363309876
2024-06-01,133.1015949478692,132.72350884234012,118.5635779251978,146.88343975948243,0.3780861055290643,8.740643941361412,-80.52328248218014,93.73500963415631
2024-07-01,132.71444662050482,138.08844130195558,123.92851038481326,152.24837221909792,-5.3739946814507675,3.366649259910645,-84.76226116056624,91.04220261273684
2024-08-01,136.7665991135852,139.11191817327895,124.95198725613663,153.27184909042126,-2.3453190596937645,1.0213302002168803,-86.08772269665302,89.96430579028473
2024-09-01,133.97913115656175,136.22157795847068,122.06164704132836,150.381508875613,-2.242446801908926,-1.2211166016920458,-89.02287893475444,90.34766457463371
2024-10-01,139.7605461785363,135.99163298034495,121.83170206320263,150.15156389748728,3.768913198191342,2.547796596499296,-86.16073740558089,92.23143474417608
2024-11-01,133.3855037212697,133.15636278752362,118.9964318703813,147.31629370466595,0.2291409337460948,2.776937530245391,-88.35410267114516,91.37582243503671
