Date,Obs,Pred,Low,High,Dif,CumDif,CumDifLow,CumDifHig
2020-12-01,101.45867165795497,105.96836667301635,92.4379267553216,119.4988065907111,-4.509695015061382,-4.509695015061382,-17.91363867774963,9.020744902633368
2021-01-01,114.00227746456044,103.06864504940553,89.53820513171078,116.59908496710028,10.933632415154904,6.423937400093521,-13.429160052628921,28.196927914530313
2021-02-01,105.66568348198108,83.31567508281083,69.78523516511608,96.84611500050558,22.35000839917025,28.77394579926377,2.6481003063704502,54.67234793734422
2021-03-01,111.73100727735616,91.53009732605031,77.99965740835556,105.06053724374506,20.200909951305846,48.97485575056962,17.200828522841054,79.4867838417541
2021-04-01,105.5366340395263,81.93160929660664,68.40116937891189,95.46204921430139,23.605024742919667,72.57988049348928,39.877232476645545,108.66824281804242
2021-05-01,112.1955852701934,96.4637223220394,82.93328240434465,109.99416223973415,15.731862948154003,88.31174344164329,53.327700903155936,125.73789467729799
2021-06-01,110.82766118017264,95.46292806449492,81.93248814680017,108.99336798218967,15.364733115677723,103.67647655732101,62.86017092742578,142.4579303292729
2021-07-01,119.0352057202972,99.98648544655678,86.45604552886203,113.51692536425153,19.048720273740415,122.72519683106142,78.85416949836551,166.14171656870585
2021-08-01,119.55140349011636,100.487970030965,86.95753011327025,114.01840994865975,19.063433459151355,141.78863029021278,96.3695816859696,185.50976225851934
2021-09-01,121.28066601901054,103.76796092902993,90.23752101133518,117.29840084672468,17.512705089980614,159.3013353801934,111.61053586254049,207.41407962609037
2021-10-01,130.72708520670108,106.41142020687431,92.88098028917956,119.94186012456906,24.315664999826765,183.61700038002016,135.06515508232792,230.42444453698792
2021-11-01,128.84296334686115,105.62588371526924,92.09544379757449,119.15632363296399,23.217079631591915,206.83408001161206,153.20696565851273,257.3007596581367
2021-12-01,128.58486446195158,108.34161733381148,94.81117741611673,121.87205725150623,20.243247128140098,227.07732713975216,171.0055822795821,279.4391285205179
2022-01-01,135.21800580412773,107.4623365029432,93.93189658524845,120.99277642063795,27.755669301184525,254.83299644093668,196.8040371124169,308.9074267419326
2022-02-01,121.7194341233568,96.45547809371038,82.92503817601563,109.98591801140513,25.263956029646423,280.0969524705831,220.2121074585447,334.85509235366453
2022-03-01,135.63096401998305,109.41805536379513,95.88761544610038,122.94849528148988,26.21290865618792,306.309861126771,242.86042615188353,363.00604824742044
2022-04-01,132.81768617446866,108.4197034694741,94.88926355177935,121.95014338716885,24.39798270499456,330.70784383176556,264.3437120987607,389.61491383515016
2022-05-01,131.57881152690268,106.826625362541,93.29618544484624,120.35706528023574,24.75218616436169,355.4600299961272,288.068546647842,419.91559314869556
2022-06-01,129.97859844046332,106.39015330042697,92.85971338273222,119.92059321812172,23.58844514003634,379.0484751361636,309.3573916273257,445.4159947710437
2022-07-01,126.9846513755122,110.35749395748662,96.82705403979188,123.88793387518137,16.627157418025575,395.6756325541892,319.9412531716958,462.68552458254965
