D_R,statefp,countyfp,tractce,blkgrpce,geoid,namelsad,mtfcc,funcstat,aland,awater,intptlat,intptlon,SqMile_BG,GeoIdN,logrecno,geoid_1,b02001_001,b02001_002,b02001_003,b02001_005,b02001_006,b02006_002,b03001_001,b03001_002,b03002_003,b03002_004,b03002_012,b03002_014,b03002_013,b01001_002,Male_un17,b01001_026,Fem_un17,Under17,PropMove,b99072_001,b99072_007,PerPoverty,b17017_002,b17017_001,PerFemHead,b11003_016,b11003_001,PerUnemplo,b23025_005,b23025_003,PerAssist,b22010_002,b22010_001,b16002_001,b16002_004,b16002_010,SpanSpeakP,AsianSpeak,WhitePerc,BlackPerc,HispPerc,AsianPerc
 ,48,113,014206,2,481130142062,Block Group 2,G5030,S,469905,0,+32.8632739,-096.9363355,.181387006706,481130142062,13604,481130142062,875,612,121,99,0, , , ,510,121,114,0,102,407,16,468,154,170,.590221187427,859,352,.180357142857,101,560,0,0,125,0,0,589,.0214285714286,12,560,560,50,11,0,0,.582857142857,.138285714286,.116571428571,0
 ,48,113,013623,3,481130136233,Block Group 3,G5030,S,189982,0,+32.9401530,-096.8064729,.0733340824367,481130136233,13451,481130136233,2798,552,1139,114,0, , , ,172,1073,1321,66,380,1471,396,1327,326,722,.306647605432,2798,1940,.148531951641,172,1158,.212548015365,166,781,.121700879765,249,2046,.0984455958549,114,1158,1158,211,14,0,0,.0614724803431,.407076483202,.135811293781,0
 ,48,113,013624,3,481130136243,Block Group 3,G5030,S,127269,0,+32.9449255,-096.8167214,.0491266439365,481130136243,13454,481130136243,1329,644,252,396,0, , , ,618,252,47,0,26,599,37,730,42,79,.532731376975,1329,621,.0655339805825,54,824,.0363636363636,8,220,.0401913875598,42,1045,0,0,824,824,7,0,0,0,.465011286682,.189616252822,.0195635816403,0
 ,48,113,016412,2,481130164122,Block Group 2,G5030,S,2311183,0,+32.6694301,-096.9933008,.892166085923,481130164122,13779,481130164122,1799,1162,312,255,0, , , ,889,312,273,0,273,851,193,948,164,357,.0511395219566,1799,1707,.0492264416315,35,711,.0567010309278,33,582,.0118043844857,14,1186,.0168776371308,12,711,711,0,0,0,0,.494163424125,.173429683157,.151750972763,0
 ,48,113,013625,2,481130136252,Block Group 2,G5030,S,194042,0,+32.9446588,-096.8207685,.0749010907274,481130136252,13456,481130136252,2678,486,685,0,0, , , ,343,685,1588,0,143,1337,302,1341,421,723,.522918258212,2618,1249,.187382297552,199,1062,.204007285974,112,549,.103606182026,181,1747,.136534839925,145,1062,1062,380,0,0,0,.128080657207,.255787901419,.0533980582524,0
 ,48,113,020400,2,481130204002,Block Group 2,G5030,S,2261205,0,+32.7786584,-096.7806405,.872854162578,481130204002,14338,481130204002,2119,1260,638,108,0, , , ,951,638,353,0,309,1175,16,944,12,28,.458235016517,2119,1148,.0896860986547,80,892,.0962962962963,13,135,.100462656973,152,1513,.0134529147982,12,892,892,57,0,0,0,.448796602171,.30108541765,.145823501652,0
 ,48,113,001701,1,481130017011,Block Group 1,G5030,S,611076,0,+32.7899323,-096.7951677,.235881482535,481130017011,12778,481130017011,362,282,12,29,0, , , ,242,12,40,0,40,175,8,187,11,19,.486187845304,362,186,0,0,227,.0454545454545,4,88,.00980392156863,3,306,.0748898678414,17,227,227,13,6,0,0,.668508287293,.0331491712707,.110497237569,0
 ,48,113,002702,2,481130027022,Block Group 2,G5030,S,687661,0,+32.7688808,-096.7497775,.265446746852,481130027022,12809,481130027022,1023,51,952,0,0, , , ,27,931,45,21,24,565,98,458,109,207,.277286135693,1017,735,.428571428571,156,364,.125603864734,26,207,.184986595174,69,373,.510989010989,186,364,364,21,0,0,0,.0263929618768,.930596285435,.0234604105572,0
 ,48,113,001204,1,481130012041,Block Group 1,G5030,S,278998,0,+32.8001255,-096.7500512,.107696243845,481130012041,12753,481130012041,1883,1608,0,0,0, , , ,8,0,1873,0,1600,936,260,947,282,542,.0059203444564,1858,1847,.309633027523,135,436,.0338541666667,13,384,.206225680934,159,771,.217889908257,95,436,436,131,0,0,0,.00424853956452,0,.849707912905,0
 ,48,113,011602,1,481130116021,Block Group 1,G5030,S,1438879,0,+32.7010075,-096.6725555,.555433111844,481130116021,13270,481130116021,1502,1060,211,0,0, , , ,209,132,1161,79,851,751,246,751,298,544,.19783197832,1476,1184,.360730593607,158,438,.18954248366,58,306,.101761252446,52,511,.365296803653,160,438,438,139,0,0,0,.139147802929,.140479360852,.566577896138,0
 ,48,113,017004,1,481130170041,Block Group 1,G5030,S,1113477,22544,+32.6909168,-096.5737998,.438526023756,481130170041,13922,481130170041,3082,2983,75,0,0, , , ,867,75,2140,0,2116,1448,612,1634,729,1341,.0407697325506,3066,2941,.258227848101,204,790,.159189580318,110,691,.0214752567694,23,1071,.160759493671,127,790,790,269,0,0,0,.281310837119,.0243348475016,.686567164179,0
 ,48,113,013623,1,481130136231,Block Group 1,G5030,S,218194,0,+32.9414012,-096.8114046,.0842237978219,481130136231,13449,481130136231,2123,898,166,183,0, , , ,517,166,1227,0,381,1018,488,1105,155,643,.259348034516,2086,1545,.133658536585,137,1025,.615803814714,226,367,.0261904761905,33,1260,.253658536585,260,1025,1025,175,29,0,0,.243523316062,.078191238813,.179463024023,0
 ,48,113,013622,1,481130136221,Block Group 1,G5030,S,896804,0,+32.9494080,-096.8130605,.346171560298,481130136221,13447,481130136221,1409,921,136,34,0, , , ,797,136,351,0,124,721,146,688,108,254,.171753016324,1409,1167,.00722543352601,5,692,0,0,243,.0419977298524,37,881,.0404624277457,28,692,692,0,0,0,0,.565649396735,.0965223562811,.0880056777857,0
 ,48,113,013624,1,481130136241,Block Group 1,G5030,S,387720,0,+32.9499610,-096.8204939,.149662144991,481130136241,13452,481130136241,1014,452,344,87,0, , , ,282,344,291,0,170,421,139,593,120,259,.35406218656,997,644,.124314442413,68,547,.253521126761,54,213,.0761904761905,48,630,.0164533820841,9,547,547,56,8,0,0,.278106508876,.339250493097,.167652859961,0
 ,48,113,013620,1,481130136201,Block Group 1,G5030,S,1028299,7679,+32.9573395,-096.8165939,.399892993843,481130136201,13441,481130136201,1308,825,316,47,0, , , ,825,316,94,0,0,390,80,918,68,148,.527455529776,1293,611,.0571428571429,46,805,.168539325843,45,267,0,0,855,.032298136646,26,805,805,38,0,0,0,.630733944954,.241590214067,0,0
 ,48,113,020400,3,481130204003,Block Group 3,G5030,S,1662404,0,+32.7755631,-096.7977843,.641711007975,481130204003,14339,481130204003,2226,1007,753,171,0, , , ,793,753,350,0,214,1210,18,1016,10,28,.578616352201,2226,938,.0123966942149,15,1210,0,0,258,.0456692913386,87,1905,0,0,1210,1210,0,0,0,0,.356244384546,.338274932615,.0961365678347,0
 ,48,113,013615,2,481130136152,Block Group 2,G5030,S,785002,0,+32.9306548,-096.8078433,.303016250978,481130136152,13428,481130136152,1552,228,179,0,0, , , ,42,179,1215,0,186,892,283,660,249,532,.548089591568,1518,686,.282644628099,171,605,.200680272109,59,294,.0997920997921,96,962,.0710743801653,43,605,605,235,0,0,0,.0270618556701,.115335051546,.119845360825,0
 ,48,113,013806,2,481130138062,Block Group 2,G5030,S,3943327,0,+32.9382384,-096.8319796,1.52214698245,481130138062,13508,481130138062,327,206,80,32,0, , , ,160,80,46,0,46,186,0,141,0,0,.296636085627,327,230,.0355731225296,9,253,0,0,16,0,0,327,.0750988142292,19,253,253,0,0,0,0,.489296636086,.244648318043,.140672782875,0
 ,48,113,012100,3,481130121003,Block Group 3,G5030,S,635532,0,+32.7649493,-096.6515027,.245323572599,481130121003,13298,481130121003,2742,616,1672,37,0, , , ,37,1672,996,0,579,1293,545,1449,495,1040,.222840192807,2697,2096,.312101910828,294,942,.472182596291,331,701,.200902934537,267,1329,.313163481953,295,942,942,69,14,0,0,.0134938001459,.609773887673,.211159737418,0
 ,48,113,013620,3,481130136203,Block Group 3,G5030,S,178758,0,+32.9668669,-096.8166853,.0690016274148,481130136203,13443,481130136203,2008,1406,294,41,0, , , ,1311,294,259,0,95,1152,101,856,21,122,.328801611279,1986,1333,.0593406593407,81,1365,.0656565656566,26,396,.0927694406548,136,1466,.0842490842491,115,1365,1365,38,0,0,0,.652888446215,.146414342629,.0473107569721,0
 ,48,113,012100,1,481130121001,Block Group 1,G5030,S,637202,0,+32.7658233,-096.6628561,.245969920172,481130121001,13296,481130121001,1653,855,586,33,0, , , ,122,525,973,61,733,862,367,791,268,635,.141017780503,1631,1401,.279914529915,131,468,.0611111111111,22,360,.14983713355,92,614,.190170940171,89,468,468,30,0,0,0,.0738052026618,.354506957048,.443436176649,0
 ,48,113,016408,1,481130164081,Block Group 1,G5030,S,2569874,811852,+32.6987903,-096.9810433,1.30540861512,481130164081,13766,481130164081,2020,1417,368,121,0, , , ,599,368,878,0,818,976,216,1044,114,330,.0968229954614,1983,1791,.068710359408,65,946,.134408602151,75,558,.143825301205,191,1328,.0232558139535,22,946,946,95,0,0,0,.296534653465,.182178217822,.40495049505,0
 ,48,113,016301,3,481130163013,Block Group 3,G5030,S,1140956,1419261,+32.7153548,-096.9772629,.988287743284,481130163013,13751,481130163013,1946,1156,225,165,0, , , ,125,225,1418,0,1031,907,138,1039,314,452,.0602910602911,1924,1808,.157989228007,88,557,.111959287532,44,393,.0850492390331,95,1117,.13644524237,76,557,557,111,0,0,0,.0642343268243,.115621788284,.529804727646,0
 ,48,113,000202,3,481130002023,Block Group 3,G5030,S,481790,0,+32.8296742,-096.7658116,.185975782766,481130002023,12688,481130002023,1530,1270,85,10,13, , , ,1113,85,244,0,157,767,178,763,77,255,.283080974325,1519,1089,.0595238095238,50,840,.236923076923,77,325,.0148861646235,17,1142,.0285714285714,24,840,840,22,0,0,0,.727450980392,.0555555555556,.102614379085,0
 ,48,113,002000,4,481130020004,Block Group 4,G5030,S,277645,0,+32.7518696,-096.8196433,.107175025104,481130020004,12791,481130020004,1222,1017,0,0,0, , , ,11,0,1211,0,1006,677,168,545,136,304,.138448707256,1199,1033,.315,126,400,.215753424658,63,292,.0188679245283,11,583,.105,42,400,400,253,0,1,0,.00900163666121,0,.823240589198,0
 ,48,113,007700,4,481130077004,Block Group 4,G5030,S,733942,0,+32.8694211,-096.7910598,.283307317744,481130077004,12975,481130077004,1987,1712,0,48,0, , , ,1658,0,200,0,54,902,122,1085,143,265,.245093105184,1987,1500,.0559120073327,61,1091,0,0,515,.0233702337023,19,813,0,0,1091,1091,0,0,0,0,.834423754404,0,.0271766482134,0
 ,48,113,008701,4,481130087014,Block Group 4,G5030,S,413386,0,+32.6997333,-096.7652802,.159575605765,481130087014,13083,481130087014,501,0,501,0,0, , , ,0,501,0,0,0,153,20,348,63,83,.059880239521,501,471,.262376237624,53,202,.337931034483,49,145,.0711111111111,16,225,.168316831683,34,202,202,0,0,0,0,0,1,0,0
 ,48,113,013616,3,481130136163,Block Group 3,G5030,S,1483667,0,+32.9470343,-096.8254715,.572702270147,481130136163,13432,481130136163,1788,448,428,0,0, , , ,325,428,1035,0,123,944,122,844,167,289,.39485458613,1788,1082,.14824120603,118,796,.149847094801,49,327,.121785173979,161,1322,.172110552764,137,796,796,213,0,0,0,.181767337808,.23937360179,.0687919463087,0
 ,48,113,020300,3,481130203003,Block Group 3,G5030,S,569970,0,+32.7671042,-096.7676581,.220015343391,481130203003,14336,481130203003,825,127,698,0,0, , , ,12,698,115,0,115,407,56,418,21,77,.250909090909,825,618,.539007092199,228,423,.102040816327,15,147,.132231404959,48,363,.316784869976,134,423,423,0,0,0,0,.0145454545455,.846060606061,.139393939394,0
